"Tag","Text"
"p","The second lecture of the day was delivered by Dr. V. Ashok, Deputy Director of VSSC-ISRO, where he talked about aerodynamic and aerothermal problems in launch vehicles. He also gave insights on how problem solving is done in case of space vehicles where regulator norms are even stringent than atmospheric vehicles."
"p","In the third lecture, Sh. Lazar T. Chitilappilly spoke about propulsion research on rockets and scramjet in ISRO. Shri S Rajendran, then enlightened the audience about launch vehicle structures and aero-elasticity problems in space vehicles. It was followed by final talk by Dr. Amarjit Singh of Aerospace Engineering Department of PEC where need of high speed research and facility to such research was discussed by citing examples of such facilities from all over the globe."
"p","Dr. Rakesh Kumar, Professor & Head of Aerospace Engineering Department said that this was a rare opportunity where such a number of eminent Scientists from ISRO, Trivandrum have shared every aspects of space flight and discussed various challenges they faced and are likely to face. Dr. Rakesh advised the participant to take up research in the shared topics, interact with the speakers and contribute to the country in one way or the other. A lot of efforts had been made to gather such eminent speakers from ISRO and the success of seminar will be materialized if the challenges are taken up by the participants."
"p","Dr. Parvendra Kumar, Associate Director of TBRL being the Guest of Honor during the valedictory function talked about the opportunities in the field of Aerospace and distributed certificates to the participants."
"p","Prof. Tushar Siag, coordinator of the event, asked the participants to keep the spark ignited and work in the right direction. Sh. Deepak Lekhi, Co-coordinator of the event, delivered vote of thanks at the end of the seminar."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 75","https://pec.ac.in/coe/collaborations"
"Title: Collaborations | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 76","https://pec.ac.in/current-students/time-tables"
"Title: Time Tables | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 77","https://pec.ac.in/current-students/examination"
"Title: Examination | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 78","https://pec.ac.in/academics/calendar"
"Title: Academic Calendar | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 79","https://pec.ac.in/library"
"Title: Know Your Library | Punjab Engineering College"
"p","Quick Links"
"p","Central Library offers its services to about 3000 users comprising of undergraduate, postgraduate students and research scholars of different branches of Engineering, Faculty and Staff from various departments of the Institute and retired Faculty of the Institute."
"p","Library is housed in an area of 27000 sq. feet, having two interlinked buildings as Old Block and New Block. New Block is a spacious library extension block consisting of three separate floors with centrally air-conditioning facility."
"p","Library is organized into various sections viz. Circular Section, Periodical Section, Reference Section, Multimedia Section, Newspaper/ Magazine Section, Technical Section, Book Bank (General and book bank SC/ST), Binding Section, which are manned by professionally qualified staff."
"p","Library is member of INDEST-AICTE Consortium under the Ministry of HRD since 2003 and UGC-Infonet Consortium under INFLIBNET since 2011. However, based on the recommendation of an Expert Committee, the MHRD has formed e-ShodhSindhu merging three consortia initiatives, namely UGC-INFONET Digital Library Consortium, NLIST and INDEST-AICTE Consortium."
"p","Lending Services"
"p","Monday to Friday 9 A.M. to 5 P.M."
"p","Reading Halls"
"p","Monday to Friday 9 A.M. to 10 P.M."
"p","Saturday, Sunday and Institute Holidays 9 A.M. to 5 P.M."
"p","During Mid Term and End-Semester exam and a week before End-Semester Exam"
"p","All seven days 9 A.M. to 12 midnight"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 80","https://pec.ac.in/computer-centre"
"Title: Computer Centre | Punjab Engineering College"
"p","Quick Links"
"p","Computer Centre is central place for campus-wide networking and Internet connectivity. Backbone connectivity initiates from this Centre and caters to more than 1000 nodes across the campus. Centre is equipped with Web Server, Academia Server, E- Mail Server, Security Wall, Bandwidth Management and Data Servers. The Computer centre has network infrastructure consisting routers,firewall,Unified threat management (UTM), manageable layer 2, layer 3 switches. Centre also houses cluster of Windows and Linux based servers for mailing (http://mail.pec.ac.in) and web application hosting. Fiber optic from local ISP terminates for Internet connectivity 32 Mbps (1:1) bandwidth and further emanates to the all departments/sections/hostels. The existing institute network has Fiber backbone whereby all departments/sections/hostels are connected with the computer centre."
"p","Computer centre provides computational facilities to all users in the Institute. Students, staff and faculty from all departments, sections and centres in the campus can obtain accounts to access internet and email services. Computer centre also provides various advanced and special purpose softwares for all the campus users. The centre remains open from 8:00 am to 8:00 pm on weekdays and 9:00am to 5:00 pm on saturdays."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 81","https://pec.ac.in/Sports"
"Title: Physical Education and Sports Department | Punjab Engineering College"
"p","Quick Links"
"p","Welcome to the official homepage of PEC University of Technology's Physical Education & Sports Department.The Institute has several playgrounds and well-maintained athletic track to encourage the students to take part in different games such as Cricket, Hockey, Football, Basketball, Volleyball, Lawn Tennis and Badminton.The Institute has also a Gymnasium-cum-Badminton Hall and a Swimming Pool Complex equipped with all modern facilities."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 82","https://pec.ac.in/hostels"
"Title: Hostels | Punjab Engineering College"
"p","Quick Links"
"p","Punjab Engineering College (Deemed to be University) has adequate hostel facilities for both boys and girls."
"p","There are six hostels out of which four hostels are for boys namely:"
"p","Two hostels for girls namely:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 83","https://pec.ac.in/medical-facilities"
"Title: Medical Facilities | Punjab Engineering College"
"p","Quick Links"
"p","The institute has a dispensary on campus to meet the first aid and routine medical requirements of the students free of cost. In the dispensary, the consultation is also provided to the members of faculty and staff of the institute. A senior medical officer along with other supporting staff – pharmacist, nursing orderly and ward boy are there to attend the students, faculty and staff."
"p","In case of emergency, patients are referred to GMSH-16 or PGIMER, Chandigarh"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 84","https://pec.ac.in/workshops"
"Title: Workshops | Punjab Engineering College"
"p","Quick Links"
"p","The following workshops impart practical education to the students of the college:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 85","https://pec.ac.in/multimedia"
"Title: Multimedia | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 86","https://pec.ac.in/prospectus"
"Title: Brochure & Prospectus | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 87","https://pec.ac.in/institute/sexual-harassment-complaints-committee"
"Title: Prevention Prohibition and Redressal Act 2013 of Sexual Harassment of Women at Workplace | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 88","https://pec.ac.in/credits"
"Title: Credits | Punjab Engineering College"
"p","Quick Links"
"p","The entire concept of the website and the design behind it reflects our vision of the institute. What the institute means to all of us and most important of all what it means to be an engineer from Punjab Engineering College (Deemed to be University)."
"p","The whole project is done under the able guidance of Mr.Sanjay Batish, Head, Computer Centre."
"p","The Team Members of the Web Site are:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 89","https://pec.ac.in/web_editor"
"Title: User account | Punjab Engineering College"
"p","Quick Links"
"p","Enter your Punjab Engineering College username."
"p","Enter the password that accompanies your username."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 90","https://pec.ac.in/anti-ragging"
"Title: Anti-Ragging | Punjab Engineering College"
"p","Quick Links"
"p","Ragging is a cognizable offence and is punishable under Law"
"p","Ragging is totally prohibited in Punjab Engineering College (Deemed to be University), Chandigarh and anyone found guilty of ragging and /or abetting ragging, whether actively or passively, or being a part of a conspiracy to promote ragging, is liable to be punished in accordance with UGC Regulations on Curbing the Menace of Ragging in Higher Educational Institutions, 2009 as well as under the provision of any penal law for the time being in force."
"p","UGC Regulation on Curbing the Menace of Ragging in Higher Educational Institutions, 2009."
"p","Duties:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 91","https://pec.ac.in/privacy-policy"
"Title: Privacy Policy | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 92","https://pec.ac.in/reporting-copyright-infringement"
"Title: Reporting Copyright Infringement | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 93","https://pec.ac.in/institute/email-services#main-content"
"Title: Webmail | Punjab Engineering College"
"p","Quick Links"
"p","Email Services are provided to Faculty Members and Students of the institute to quickly and easily send electronic files such as text documents, photos and data sheets through an email."
"p","Support: For queries email to : webmaster@pec.edu.in."
"p","Steps to Access pec.edu.in Email: Click here to Download Manual"
"p","New Email Server (mail.pec.edu.in)"
"p","Old Email Server (mail.pec.ac.in)"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 94","https://pec.ac.in/top-stories"
"Title: Top Stories | Punjab Engineering College"
"p","Quick Links"
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","Workshop on the topic “Role of Geospatial technology in smart city initiatives” was organised by Kalpana Chawla Chair. Sh. Ajoy Sinha highlighted the importance of GIS/GPS in making of Smart Cities."
"p","Institution’s Innovation Council in collaboration with Entrepreneurship and Incubation Cell organized a Regional Mentoring Session on Proof of Concept (PoCs). The session was inaugurated by Dr. Dheeraj Sanghi, Director PEC"
"p","CDGC in association with American Express and PECOSA raised the curtains for the Open House. It is a programme that aims to exhibit the research work, innovative projects, and advanced facilities and laboratories at PEC."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 95","https://pec.ac.in/pec-anthem"
"Title: PEC Anthem | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 96","https://pec.ac.in/rules-guidelines-forms"
"Title: Rules, Guidelines & Forms | Punjab Engineering College"
"p","Quick Links"
"p","Archive"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 97","https://pec.ac.in/institute/email-services#0"
"Title: Webmail | Punjab Engineering College"
"p","Quick Links"
"p","Email Services are provided to Faculty Members and Students of the institute to quickly and easily send electronic files such as text documents, photos and data sheets through an email."
"p","Support: For queries email to : webmaster@pec.edu.in."
"p","Steps to Access pec.edu.in Email: Click here to Download Manual"
"p","New Email Server (mail.pec.edu.in)"
"p","Old Email Server (mail.pec.ac.in)"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 98","https://pec.ac.in/jobs#main-content"
"Title: Jobs | Punjab Engineering College"
"p","Quick Links"
"p","Archive of Previous job Openings"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 99","https://pec.ac.in/jobs#0"
"Title: Jobs | Punjab Engineering College"
"p","Quick Links"
"p","Archive of Previous job Openings"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 100","https://pec.ac.in/jobs/archive"
"Title: Jobs Archive | Punjab Engineering College"
"p","Quick Links"
"p","Dean Infrastructure, Planning & Estate PEC intends to engage 01 No. University Engineer & 01 No. Junior Engineer, Civil background for Estate Office. Last date to receive the applications is 14.09.2020."
"p","Applications are invited from Indian national candidates for JRF under one sponsored research project titled “Machine Learning for prediction of Avalanche”"
"p","Note: The last date of receiving of applications is extended till 18.9.2020. The date for conducting an online interview will be communicated with candidates through email."
"p","Chairman (Estate & Works) PEC intends to engage 02 Nos of Junior Engineers with Civil and Electrical Engineering Background for Estate Office. Last date to receive the applications is 11.02.2020."
"p","Applications are invited from Indian national candidates for the following posts under one sponsored research project titled “Early warning system for flood prediction in river basins of India”:"
"p","Applications are invited for engagement of faculty positions in Cyber Security Research Centre on contractual basis for the academic semester 2019-20(2) or till the post is filled with permanent faculty appointment, whichever is earlier."
"p","Applications are invited for engagement of faculty positions on contractual basis for the academic semester 2019-20(2) or till the post is filled with permanent faculty appointment, whichever is earlier."
"p","Walk-in interview for following positions available in a Research project funded by Ministry of Steel"
"p","Applications for walk-in interviews are invited for the post of Multi – Tasking Supporting Staff for a period of 03 years to work in the O/o Dean Alumni, Corporate & International Relations"
"p","Walk-in interview for following positions available in a Research project funded by DST Delhi in the area of Focused Web Crawling:"
"p","Walk-in interview for apprenticeship training in the PEC library for one year as per Board of Apprenticeship Training Guideleines."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 101","https://pec.ac.in/tenders#main-content"
"Title: Tenders | Punjab Engineering College"
"p","Quick Links"
"p","E-Tenders are invited for Purchase of Microsoft Campus Agreement by Punjab Engineering College (Deemed to be University) Chandigarh Sector 12, Chandigarh 160012"
"p","Archive of Previous Tenders"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 102","https://pec.ac.in/tenders#0"
"Title: Tenders | Punjab Engineering College"
"p","Quick Links"
"p","E-Tenders are invited for Purchase of Microsoft Campus Agreement by Punjab Engineering College (Deemed to be University) Chandigarh Sector 12, Chandigarh 160012"
"p","Archive of Previous Tenders"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 103","https://pec.ac.in/tenders?field_tenders_quotations_auction_value=&order=field_last_date&sort=asc"
"Title: Tenders | Punjab Engineering College"
"p","Quick Links"
"p","E-Tenders are invited for Purchase of Microsoft Campus Agreement by Punjab Engineering College (Deemed to be University) Chandigarh Sector 12, Chandigarh 160012"
"p","Archive of Previous Tenders"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 105","https://pec.ac.in/tenders/archive"
"Title: Tenders Archive | Punjab Engineering College"
"p","Quick Links"
"p","E-Tenders are invited for Optical Lithography System (Mask Aligner) at Electronics and Communication Engineering Dept., Punjab Engineering College (Deemed to be University), Chandigarh"
"p","Bid document for Internet Bandwidth at Punjab Engineering College (Deemed to be University), Chandigarh"
"p","Cancelled: Bid document for Internet Bandwidth at Punjab Engineering College (Deemed to be University), Chandigarh"
"p","E-Tenders are invited for AMC of Networking Components installed at Punjab Engineering College (Deemed to be University), Chandigarh"
"p","Scrapped:"
"p","E-Tenders are invited for Optical Lithography System (Mask Aligner) at Electronics and Communication Engineering Dept., Punjab Engineering College (Deemed to be University), Chandigarh"
"p","E-Tenders are invited for the following by Department of Metallurgical & Materials Engineering, Punjab Engineering College (Deemed to be University), Chandigarh:"
"p","Quotations are invited for empanelment of vendors for providing of vehicle services."
"p","Quotations for empanelment of vendors for Providing of Vehicle Services"
"p","E-tender document for Hiring Of Psychological Counselling Services at Dean Students Affairs Office Punjab Engineering College (Deemed to be University) Chandigarh"
"p","Punjab Engineering College (Deemed to be University), invites online E-Tender under Two bid system (Technical & Financial) from specialized & reputed firms/ agencies for providing Sanitation and Housekeeping Services"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 106","https://pec.ac.in/office-orders#main-content"
"Title: Office Orders | Punjab Engineering College"
"p","Quick Links"
"p","All Departments/ Centres/ Deans/ Sections will function with 100% staff w.e.f 01.09.2020"
"p","Constitution of a committee for coordinating activities related to COVID 19"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 107","https://pec.ac.in/office-orders#0"
"Title: Office Orders | Punjab Engineering College"
"p","Quick Links"
"p","All Departments/ Centres/ Deans/ Sections will function with 100% staff w.e.f 01.09.2020"
"p","Constitution of a committee for coordinating activities related to COVID 19"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 110","https://pec.ac.in/nirf-data-20#main-content"
"Title: Data Submitted for Participation in National Institutional Ranking Framework (NIRF), India Rankings 2020 | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 111","https://pec.ac.in/nirf-data-20#0"
"Title: Data Submitted for Participation in National Institutional Ranking Framework (NIRF), India Rankings 2020 | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 113","https://pec.ac.in/node/549#main-content"
"Title: RTI | Punjab Engineering College"
"p","Quick Links"
"p","An Act to provide for setting out the practical regime of right to information for citizens to secure access to information under the control of public authorities, in order to promote transparency and accountability in the working of every public authority, the constitution of a Central Information Commission and State Information Commissions and for matters connected therewith or incidental thereto."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 114","https://pec.ac.in/rti"
"Title: RTI | Punjab Engineering College"
"p","Quick Links"
"p","An Act to provide for setting out the practical regime of right to information for citizens to secure access to information under the control of public authorities, in order to promote transparency and accountability in the working of every public authority, the constitution of a Central Information Commission and State Information Commissions and for matters connected therewith or incidental thereto."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 115","https://pec.ac.in/node/549#0"
"Title: RTI | Punjab Engineering College"
"p","Quick Links"
"p","An Act to provide for setting out the practical regime of right to information for citizens to secure access to information under the control of public authorities, in order to promote transparency and accountability in the working of every public authority, the constitution of a Central Information Commission and State Information Commissions and for matters connected therewith or incidental thereto."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 119","https://pec.ac.in/tnp/about-cell#main-content"
"Title: Career Development & Guidance Centre | Punjab Engineering College"
"p","Quick Links"
"p","Career Development & Guidance Centre offers an all-round career solution to the students. Centre guides the students to decide and pursue their dream careers in different sectors be it engineering, IT, Analytics, Consulting , research and development, Operations etc . The whole placement process is organised and executed by this centre . The campus interviews are held under the supervison and jurisdiction of this centre and relevant feedback is obtained fom the industry . Career Development and Guidance Centre works hard to arrange full semester industrial internship , which is stipulated under the academic curriculum . The centre has kept a close liaison with many companies in the country."
"p","The centre also arranges career talks for dissemination of knowledge regarding the employment opportunities in the industry related to the relevant fields and interest of the students . Centre keeps record of the students who undergo internships and the companies which come for recruitment. In addition Finishing School / Soft Skills Development Workshops are also organised to improve the communication skills of students."
"p","Centre encourages visits to the industries by the institute students and arranges industrial problems to be worked out by students as part of their projects . It also takes suggestions from members of the Industry regarding designing / changing of curriculum ."
"p","Centre takes care of :"
"p","a) Career Development & Guidance Program"
"p","b) Internship & Full Time Placement Activities"
"p","c) Facilitate Pre-Placement visits to the companies"
"p","d) Communication, Networking & Relationship Building with Potential Recruiters."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 120","https://pec.ac.in/tnp/invitation"
"Title: Invitation | Punjab Engineering College"
"p","Quick Links"
"p","It is a matter of great pleasure for us to cordially invite you to participate in the Campus Recruitment Program (2020- 2021) of Punjab Engineering College , Chandigarh. In my humble opinion, close Industry-Institute Interaction has become vital in today's dynamic world and I can assure you that your participation in our campus recruitment program would be mutually beneficial."
"p","Punjab Engineering College (Deemed to be University), since its inception, 98 years ago, has been churning out brilliant engineers and individuals who have striven to make the world a better place. The quality and caliber of our students can be evaluated from the distinguished jobs that our alumni are holding in both the public and private sector. We are proud to have moulded not just engineers, but individuals who have excelled in various fields as scientists, entrepreneurs and industrialists. For generations we have been successful in educating our students on a broader base in a conducive environment for them to imbibe and follow the path of the Institute's motto: EXPLORE | INNOVATE | EXCEL."
"p","Kindly download the placement brochure for more information on our placement procedure ."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 121","https://pec.ac.in/tnp/message-director"
"Title: Message from the Director | Punjab Engineering College"
"p","Quick Links"
"p","Punjab Engineering College (Deemed to be University), Chandigarh, having a glorious past of about 66 years after independence, has been the foremost institution of higher technical education in the northern region. This institution of higher learning has immensely contributed to the nation building by providing intellect talent possessing latest analytical, design, practical and managerial skills."
"p","Our students have infiltrated into all sectors be it government, private or public to serve the country in various capacities. Our competent faculty and the State of The Art infrastructure together with compulsory 6 months internship programme at an industry of repute help them in developing their overall personality to meet the challenges at global level and come out with the optimum solutions."
"p","It is my strong belief that given an opportunity, the students of this great temple of learning will prove an asset to the recruiting organisations. We extend a warm invitation to the organisations/companies looking for budding engineers to visit our serene campus for a possible human resource par excellence. We are also looking for mutual association and collaboration with the industry at various other levels, for example, guest lectureships, workshops, laboratory mentorships, joint R & D projects etc., and would highly appreciate industry participation in this endeavour."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 122","https://pec.ac.in/tnp/message-tpo"
"Title: Message from Head - Career Development & Guidance Centre | Punjab Engineering College"
"p","Quick Links"
"p","Punjab Engineering College, Chandigarh is a leading institution of higher technical education with an excellent track record of its performance over the last 98 years. PEC University of Technology, Chandigarh (formerly Punjab Engineering College) has immensely contributed in the growth and development of our nation and world at large. The faculty and students always strive hard to maintain its position of leadership in engineering and technology."
"p","All the students recruited from PEC, Chandigarh have proved to be a great asset to all the companies/organizaitons they joined. We have witnessed these students achieve great heights in their life from Astronauts to CEO’s to Enterpreneurs. I am certain that our present graduates would maintain the same level of performance and prove to be a great asset to their recruiting organizations/companies. Also to mention, we have left no stone unturned to groom our students, not only in their chosen discipline, but also broaden their mindsets and create positive attitudes thus equipping them with all qualities to make them an asset to whichever institute/organization they may join. The Students undergo a mandatory internship semester (6th Semester) at various industries in India & abroad, preparing them for future and enabling them to acquired required skills for corporate. The Student Commiittee of Career Development & Guidance Centre is a team of highly motivated students, forms a link between the companies & students to ensure a smooth encounter of the two."
"p","I wish the on-campus recruitment programme a great success and shall always look forward for mutually beneficial relationships with the recruiters of our graduates."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 123","https://pec.ac.in/tnp/placement-procedure"
"Title: Placement Procedure | Punjab Engineering College"
"p","Quick Links"
"p","Initiation"
"p","Selection"
"p","Acceptance"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 124","https://pec.ac.in/tnp/policy"
"Title: Placement Policy 2017-18 | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 125","https://pec.ac.in/tnp/placement-information"
"Title: Placement Statistics | Punjab Engineering College"
"p","Quick Links"
"p","Year"
"p","Highest Package (LPA)"
"p","Median Package (LPA)"
"p","Lowest Package (LPA)"
"p","2015 - 2016"
"p","27.00"
"p","5.80"
"p","3.13"
"p","2016 - 2017"
"p","27.00"
"p","6.30"
"p","3.25"
"p","2017 - 2018"
"p","34.00"
"p","6.50"
"p","3.25"
"p","2018 - 2019"
"p","42.00"
"p","*"
"p","*"
"p","*Placement Session still in Process"
"p","Year"
"p","PPO’s"
"p","2015 - 2016"
"p","26"
"p","2016 - 2017"
"p","46"
"p","2017 - 2018"
"p","66"
"p","2018 - 2019"
"p","83"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 126","https://pec.ac.in/tnp/why-recruit-pec"
"Title: Why Recruit at PEC ? | Punjab Engineering College"
"p","Quick Links"
"p","With the number of college graduates rising every year, employers must be strategic in selecting where to recruit. Punjab Engineering College is on the short list of technological institutes targeted by many elite companies because interns and full-time hires from PEC have been success within their organisations. The academic and leadership credentials of our students, the calibre of our accomplished faculty, the immaculate academic offerings based on IIT’s Academic Model and the variety of extracurricular education, available to our students come together to provide a unique and spectacular University."
"p","The Punjab Engineering College, Chandigarh was originally established as Mugalpura Engineering College at Lahore (now in Pakistan) on November 9, 1921. The name of the Institute was later changed to Maclagan Engineering College and its started functioning under the name on March 19, 1924. In the year 1931, the college got affiliated to Punjab University, Lahore. After partition in 1947, the Institute was shifted to Roorkee (India) and was renamed as East Punjab College of Engineering. In the year 1950 the word East was dropped and it came to know by the name Punjab Engineering College. Towards the end of December 1953, the Institute shifted to its present campus in Chandigarh to function under Govt. of Punjab. In 1966, with the formation of Union Territory of Chandigarh, the institute came under control of Govt. of India through Chandigarh Administration. In October 2003, the Govt. of India notified the Punjab Engineering College as a Deemed to be University and thereafter it became known as Punjab Engineering College (Deemed University)."
"p","PEC holds the pride of being one of the first ever technological institutions in India, and has a glorious past which is about a century old. In addition, PEC has been nationally recognised as one of the finest technological universities in the country."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 127","https://pec.ac.in/tnp/downloads"
"Title: Downloads | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 128","https://pec.ac.in/tnp/facilities-recruiters"
"Title: Facilities for Recruiters | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 129","https://pec.ac.in/past-recruiters"
"Title: Past Recruiters | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 130","https://pec.ac.in/how-reach-pec"
"Title: How to Reach PEC | Punjab Engineering College"
"p","Quick Links"
"p","Chandigarh, also known as The City Beautiful, is a city and a union territory in the northern part of India that serves as the capital of the states of Punjab and Haryana. As a union territory, the city is ruled directly by the Union Government of India and is not part of either state."
"p","DISTANCE BETWEEN NEW DELHI TO CHANDIGARH :"
"p","HOW TO REACH"
"p","BY FLIGHT"
"p","There is direct connectivity to flight between New Delhi and Chandigarh. You can take flight from New Delhi to Chandigarh."
"p","DURATION 0 h 50 m"
"p","BY TRAIN"
"p","There is direct train between New Delhi and Chandigarh. You can take train with train number 12045 from New Delhi to Chandigarh"
"p","DURATION 3 h 20 m"
"p","BY BUS"
"p","There is direct bus between New Delhi and Chandigarh. You can take State Transport Bus/ Punjab Roadways from New Delhi to Chandigarh"
"p","DURATION 4 h 35 m"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 131","https://pec.ac.in/tnp/testimonials"
"Title: Testimonials from Companies | Punjab Engineering College"
"p","Quick Links"
